-1264.89 2.66677
-1247.83 2.75952
-1585.57 3.03517
-1350.84 2.90482
-837.16 2.97564
-1263.19 2.85871
-1387.47 3.04871
-1029.85 2.7418
-1160.19 2.93304
-987.606 2.71828
-1201.58 2.9611
-1408.26 2.89118
-719.687 2.68224
-1009.96 2.82098
-1180.55 3.15478
-866.857 2.78405
-811.934 2.67519
-835.31 2.71201
-1043.17 2.79667
-764.725 2.87156
-1219.73 2.88467
-3055.97 3.76051
-484.32 2.45276
-1556.86 3.01177
-1221.23 2.89609
-1491.79 3.16962
-1593.27 3.16267
-1367.75 2.78179
-1136.65 2.98937
-1336.38 3.17062
