0.0 0.0
0.0 0.0
-1888.8640262549402 3.6324308197210406
-911.3419396832289 1.9811781297461493
-1099.852967123449 4.2963006528259715
-1287.8425554197952 3.18772909757375
-1644.3361386760469 3.6703931666876035
-1373.2713364331794 3.6523173841307948
-1169.0125477359522 2.9520518882221025
-1207.2482317278548 3.2805658470865606
-1485.7256798185476 3.6414845093591883
-1653.2775196651182 3.3603201619209715
-1012.156701030927 4.016494845360823
-1694.6386792763694 4.814314429762414
-1213.4926771079545 3.227374141244559
-1020.2833672807033 3.2701389976945627
-924.3179122182668 3.6106168446026086
-983.1290555155015 3.191977452972406
-1170.483391844451 3.2878746961922767
-960.3826342899196 3.5835172921265643
-1560.1770861282512 3.920042929970484
-952.7660212725706 3.1758867375752384
-514.8558465299652 3.2178490408122826
-2006.7212699484903 4.112133749894451
-1271.6458739171883 3.0277282712314
-1381.3736746133586 3.2889849395556157
-1681.4789641813352 3.3099979609868813
-1577.4144703636234 3.2061269722837884
-1287.8837121296435 3.2522315962869803
-1482.317132090055 3.5293265049763236
